run_id,framework,experiment,model,dataset,record_type,epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,54,6641.013490200043,0.75155,0.39594,0.81957,0.89722,0.79828,0.89684,0.6481,0.73501,0.37895,0.81258,0.0005280583,0.0005280583,0.0005280583
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,55,6763.103639602661,0.74589,0.39322,0.81767,0.88625,0.81021,0.89657,0.65083,0.73044,0.3766,0.81175,0.0005170594,0.0005170594,0.0005170594
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,56,6884.644278049469,0.74443,0.39209,0.81791,0.89464,0.80401,0.89674,0.64973,0.7283,0.3736,0.8113,0.0005060605,0.0005060605,0.0005060605
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,57,7005.35710310936,0.74299,0.39081,0.81702,0.89037,0.81642,0.89934,0.65126,0.72734,0.37336,0.81089,0.0004950616,0.0004950616,0.0004950616
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,58,7127.159467458725,0.73733,0.38741,0.81646,0.88956,0.81186,0.89772,0.65176,0.73041,0.37547,0.81169,0.0004840627,0.0004840627,0.0004840627
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,59,7248.425861120224,0.74169,0.38971,0.81745,0.89457,0.80741,0.90091,0.65528,0.72769,0.37151,0.81138,0.0004730638000000001,0.0004730638000000001,0.0004730638000000001
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,60,7369.9441430568695,0.73551,0.38565,0.81637,0.9026,0.8037,0.9003,0.65553,0.72493,0.37133,0.81087,0.0004620649000000001,0.0004620649000000001,0.0004620649000000001
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,61,7491.456134796143,0.73456,0.38323,0.8161,0.89757,0.80569,0.90057,0.65398,0.72721,0.3702,0.81137,0.000451066,0.000451066,0.000451066
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,62,7612.3154191970825,0.73483,0.38454,0.81597,0.89902,0.80215,0.9001,0.65511,0.72399,0.37085,0.81072,0.0004400671,0.0004400671,0.0004400671
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,63,7733.25652551651,0.73492,0.38527,0.81571,0.89275,0.81151,0.90116,0.656,0.72238,0.3698,0.81043,0.00042906819999999997,0.00042906819999999997,0.00042906819999999997
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,64,7855.753641843796,0.73392,0.38266,0.8157,0.90177,0.80493,0.90081,0.65866,0.71894,0.36812,0.81003,0.0004180693,0.0004180693,0.0004180693
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,65,7977.982506036758,0.73036,0.38268,0.81543,0.8903,0.81115,0.89875,0.65287,0.72447,0.36944,0.81047,0.0004070704,0.0004070704,0.0004070704
